"date","latitude","longitude"
"2017-12-22","1.3591106504","103.8542439713"
"2017-12-21","1.2688970139","103.8753214173"
"2017-12-16","1.530175029","103.7828261262"
"2017-11-19","1.3468080138","103.8860966774"
"2017-11-04","1.2799801788","103.9664638358"
"2017-10-22","1.3655323559","103.944694441"
"2017-10-13","1.2080526277","103.8844516785"
"2017-09-23","1.3220167993","104.1142124069"
"2017-08-19","1.2587054499","103.9415423961"
"2017-08-12","1.5087819541","103.859106272"
"2017-08-04","1.3212271969","103.8105569569"
"2017-06-24","1.2030535734","103.8200742878"
"2017-05-25","1.3077359905","103.8372278778"
"2017-05-04","1.3827950381","103.8535877066"
"2017-04-23","1.3219521759","103.9576676361"
"2017-03-11","1.3123150028","103.9628160649"
"2017-03-07","1.3286657436","103.9228865561"
"2017-03-06","1.3537551642","103.8972005603"
"2016-11-15","1.3172890798","103.836063525"
"2016-11-06","1.3814267834","103.8456129984"
"2016-10-30","1.288232882","103.960114741"
"2016-10-17","1.2856275028","103.8537589707"
"2016-08-16","1.3385807391","103.805986144"
"2016-08-16","1.2938741561","103.9155838447"
"2016-07-08","1.2747806758","103.9246057854"
"2016-06-26","1.4169130052","103.7791993993"
"2016-06-09","1.3828112715","103.8790150515"
"2016-06-03","1.2695472452","103.9730689802"
"2016-05-08","1.3621244967","103.9627155428"
"2016-03-26","1.319955262","103.8945584401"
"2016-03-20","1.3829713321","103.992518874"
"2016-03-13","1.4481819162","103.6103584998"
"2016-01-24","1.327144416","103.9762114984"
"2015-11-21","1.3153665819","103.9785474512"
"2015-10-11","1.5977280026","103.9969311384"
"2015-03-30","1.3723742551","103.833746877"
"2014-12-19","1.5409124366","103.7184707155"
"2014-12-14","1.269881569","103.8986970735"
"2014-10-11","1.3538295053","103.8052945902"
"2014-09-10","1.3807019631","103.8245194508"
"2013-05-18","1.2723013158","103.8014089791"
"2012-11-03","1.4516796577","103.7609361756"
"2012-01-29","1.5990492761","103.6408775379"
"2011-10-01","1.329857226","103.9240651077"
"2011-01-13","1.5172097481","103.7411980986"
"2006-10-23","1.5003955017","103.7710703168"
"1999-09-18","1.4650428529","103.7594719896"
